State,Crop,Crop title,Variety,Year,Unit,Value
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2006,Percent of all soybeans planted,93
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2007,Percent of all soybeans planted,97
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2008,Percent of all soybeans planted,97
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2009,Percent of all soybeans planted,98
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2010,Percent of all soybeans planted,98
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2011,Percent of all soybeans planted,98
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2012,Percent of all soybeans planted,98
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2013,Percent of all soybeans planted,97
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2014,Percent of all soybeans planted,97
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2015,Percent of all soybeans planted,96
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2016,Percent of all soybeans planted,96
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2017,Percent of all soybeans planted,96
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2018,Percent of all soybeans planted,97
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2019,Percent of all soybeans planted,93
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2000,Percent of all soybeans planted,68
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2001,Percent of all soybeans planted,80
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2002,Percent of all soybeans planted,89
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2003,Percent of all soybeans planted,91
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2004,Percent of all soybeans planted,95
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2005,Percent of all soybeans planted,95
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2006,Percent of all soybeans planted,93
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2007,Percent of all soybeans planted,97
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2008,Percent of all soybeans planted,97
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2009,Percent of all soybeans planted,98
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2010,Percent of all soybeans planted,98
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2011,Percent of all soybeans planted,98
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2012,Percent of all soybeans planted,98
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2013,Percent of all soybeans planted,97
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2014,Percent of all soybeans planted,97
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2015,Percent of all soybeans planted,96
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2016,Percent of all soybeans planted,96
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2017,Percent of all soybeans planted,96
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2018,Percent of all soybeans planted,97
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2019,Percent of all soybeans planted,93
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2000,Percent of all soybeans planted,51
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2001,Percent of all soybeans planted,63
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2002,Percent of all soybeans planted,78
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2003,Percent of all soybeans planted,84
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2004,Percent of all soybeans planted,82
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2005,Percent of all soybeans planted,84
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2006,Percent of all soybeans planted,85
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2007,Percent of all soybeans planted,88
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2008,Percent of all soybeans planted,90
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2009,Percent of all soybeans planted,85
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2010,Percent of all soybeans planted,88
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2011,Percent of all soybeans planted,91
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2012,Percent of all soybeans planted,92
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2013,Percent of all soybeans planted,89
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2014,Percent of all soybeans planted,95
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2015,Percent of all soybeans planted,93
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2016,Percent of all soybeans planted,94
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2017,Percent of all soybeans planted,92
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2018,Percent of all soybeans planted,92
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2019,Percent of all soybeans planted,91
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2000,Percent of all soybeans planted,51
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2001,Percent of all soybeans planted,63
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2002,Percent of all soybeans planted,78
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2003,Percent of all soybeans planted,84
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2004,Percent of all soybeans planted,82
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2005,Percent of all soybeans planted,84
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2006,Percent of all soybeans planted,85
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2007,Percent of all soybeans planted,88
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2008,Percent of all soybeans planted,90
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2009,Percent of all soybeans planted,85
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2010,Percent of all soybeans planted,88
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2011,Percent of all soybeans planted,91
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2012,Percent of all soybeans planted,92
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2013,Percent of all soybeans planted,89
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2014,Percent of all soybeans planted,95
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2015,Percent of all soybeans planted,93
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2016,Percent of all soybeans planted,94
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2017,Percent of all soybeans planted,92
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2018,Percent of all soybeans planted,92
Wisconsin,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2019,Percent of all soybeans planted,91
Other States,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2000,Percent of all soybeans planted,54
Other States,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2001,Percent of all soybeans planted,64
Other States,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2002,Percent of all soybeans planted,70
Other States,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2003,Percent of all soybeans planted,76
Other States,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2004,Percent of all soybeans planted,82
Other States,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2005,Percent of all soybeans planted,84
Other States,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2006,Percent of all soybeans planted,86
Other States,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2007,Percent of all soybeans planted,86
Other States,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2008,Percent of all soybeans planted,87
Other States,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2009,Percent of all soybeans planted,87
Other States,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2010,Percent of all soybeans planted,90
Other States,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2011,Percent of all soybeans planted,92
Other States,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2012,Percent of all soybeans planted,93
Other States,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2013,Percent of all soybeans planted,92
Other States,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2014,Percent of all soybeans planted,94
Other States,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2015,Percent of all soybeans planted,94
Other States,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2016,Percent of all soybeans planted,94
Other States,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2017,Percent of all soybeans planted,94
Other States,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2018,Percent of all soybeans planted,94
Other States,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2019,Percent of all soybeans planted,94
Other States,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2000,Percent of all soybeans planted,54
Other States,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2001,Percent of all soybeans planted,64
Other States,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2002,Percent of all soybeans planted,70
Other States,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2003,Percent of all soybeans planted,76
Other States,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2004,Percent of all soybeans planted,82
Other States,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2005,Percent of all soybeans planted,84
Other States,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2006,Percent of all soybeans planted,86
Other States,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2007,Percent of all soybeans planted,86
Other States,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2008,Percent of all soybeans planted,87
Other States,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2009,Percent of all soybeans planted,87
Other States,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2010,Percent of all soybeans planted,90
Other States,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2011,Percent of all soybeans planted,92
Other States,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2012,Percent of all soybeans planted,93
