Unique Well Identifier,Status,Surface Latitude,Surface Longitude
100/15-11-056-05W5/0,Closed,53.828664,-114.628114
100/15-11-060-13W4/3,Closed,54.177568,-111.839999
102/15-11-091-12W6/0,Active,56.886276,-119.807563
100/15-11-091-12W6/0,Active,56.886277,-119.808548
100/16-11-091-12W6/0,Active,56.886188,-119.808712
100/15-11-096-09W6/0,Closed,57.321464,-119.337802
100/15-11-111-04W6/0,Closed,58.627002,-118.548771
100/15-12-010-08W4/0,Closed,49.814712,-110.958652
100/15-12-027-09W4/0,Active,51.299098,-111.137297
102/06-13-028-21W4/0,Active,51.384234,-112.829400
102/12-07-028-20W4/0,Active,51.385030,-112.825037
100/15-12-030-23W4/0,Active,51.558308,-113.106237
100/15-12-033-10W4/0,Closed,51.820472,-111.291870
100/15-12-038-16W4/0,Closed,52.258901,-112.154473
100/15-12-046-08W4/0,Active,52.956838,-111.028614
100/15-12-050-03W4/0,Active,53.306049,-110.307549
100/15-12-058-03W5/0,Closed,54.003478,-114.311824
100/11-12-091-12W6/0,Active,56.882901,-119.783736
100/11-18-017-28W4/0,Active,50.440232,-113.860964
100/15-13-033-05W5/0,Active,51.836789,-114.578007
100/15-13-048-21W4/0,Closed,53.146945,-112.937294
100/15-13-120-21W5/2,Active,59.427680,-117.459080
100/15-14-039-27W4/0,Closed,52.359271,-113.781219
100/15-14-048-08W4/0,Active,53.143207,-111.061141
100/15-14-050-03W4/0,Active,53.321027,-110.330076
100/15-14-051-07W5/0,Active,53.407552,-114.919179
100/15-14-079-18W5/0,Active,55.851410,-116.695874
100/15-14-087-11W6/0,Closed,56.549190,-119.631998
100/15-14-112-02W6/2,Closed,58.732425,-118.209847
100/15-15-017-21W4/0,Closed,50.438700,-112.805917
100/15-15-019-29W4/0,Active,50.613026,-113.937165
100/14-15-020-28W4/0,Closed,50.702654,-113.797874
100/15-15-025-10W4/0,Active,51.136870,-111.314599
100/15-15-028-09W4/0,Active,51.399062,-111.187771
100/15-15-047-08W4/2,Closed,53.056797,-111.087724
100/15-15-048-08W4/0,Active,53.144100,-111.084436
100/15-15-050-03W4/0,Closed,53.320033,-110.353391
100/15-15-071-07W6/0,Closed,55.152940,-118.983002
100/15-15-093-09W6/0,Active,57.073214,-119.355283
100/10-15-111-02W6/0,Closed,58.642308,-118.238858
100/15-16-011-13W4/0,Closed,49.916003,-111.720284
100/15-16-017-29W4/0,Closed,50.438005,-113.926574
102/15-16-018-26W4/0,Closed,50.525074,-113.515323
100/15-16-018-29W4/0,Closed,50.525074,-113.926261
100/15-16-027-09W4/0,Active,51.311047,-111.210179
102/15-16-036-04W4/0,Closed,52.096638,-110.512183
100/15-16-036-04W4/2,Closed,52.096642,-110.511751
100/15-16-038-16W4/0,Closed,52.273352,-112.225533
104/16-16-040-13W4/0,Closed,52.446233,-111.812874
100/15-16-045-17W4/0,Active,52.886175,-112.409992
100/15-16-055-02W5/0,Closed,53.757429,-114.234155
100/15-16-069-16W5/0,Closed,54.979808,-116.376491
102/15-16-117-05W6/0,Closed,59.167706,-118.782186
100/10-16-125-23W5/0,Closed,59.863234,-117.931531
100/15-17-016-23W4/0,Closed,50.350705,-113.126279
100/15-17-017-27W4/0,Closed,50.438263,-113.675035
100/15-17-094-02W6/0,Closed,57.160727,-118.278235
100/15-18-017-22W4/0,Closed,50.438271,-113.011950
100/15-18-017-23W4/0,Closed,50.438163,-113.153801
100/15-18-018-24W4/0,Closed,50.525445,-113.283586
100/15-18-018-29W4/0,Closed,50.526961,-113.975094
100/15-18-020-27W4/0,Closed,50.702650,-113.730516
100/15-18-030-22W4/0,Active,51.575520,-113.086545
100/15-18-031-05W4/0,Closed,51.663117,-110.699278
100/10-18-031-23W4/0,Closed,51.662186,-113.247278
100/15-18-035-09W4/0,Closed,52.010393,-111.275528
100/15-18-035-16W4/0,Closed,52.009057,-112.273002
100/09-18-041-27W4/0,Closed,52.533685,-113.875873
100/15-18-041-27W4/2,Closed,52.533865,-113.875829
100/15-18-048-20W4/0,Closed,53.146955,-112.912946
100/15-18-059-03W4/0,Closed,54.104753,-110.439564
100/14-18-067-04W6/0,Closed,54.803428,-118.595318
100/15-18-086-03W6/0,Closed,56.462345,-118.461519
102/15-19-010-15W4/0,Closed,49.843422,-112.024930
100/15-19-010-15W4/0,Closed,49.843422,-112.024972
102/15-19-011-14W4/0,Closed,49.929929,-111.899916
100/15-19-016-23W4/0,Closed,50.367654,-113.153811
100/15-19-036-17W4/0,Closed,52.110187,-112.416924
100/15-19-038-16W4/0,Closed,52.287133,-112.278018
100/15-19-038-23W4/0,Closed,52.287744,-113.273246
100/10-19-039-13W4/0,Closed,52.372442,-111.860645
100/15-19-047-07W4/0,Closed,53.073660,-111.015879
1D0/15-19-050-05W4/0,Active,53.335186,-110.720026
100/09-20-005-05W4/3,Closed,49.406525,-110.643614
100/15-20-014-24W4/0,Closed,50.192518,-113.239426
100/16-20-016-23W4/0,Closed,50.366944,-113.127544
100/15-20-017-20W4/0,Closed,50.453095,-112.713741
100/02-29-018-29W4/0,Closed,50.542023,-113.949701
100/15-20-020-26W4/0,Closed,50.714960,-113.567346
100/01-20-036-28W4/0,Closed,52.111981,-113.964360
100/13-20-036-28W4/0,Closed,52.111985,-113.964798
100/15-20-036-28W4/0,Closed,52.111982,-113.964506
100/06-20-036-28W4/0,Closed,52.111984,-113.964653
100/15-20-038-16W4/0,Closed,52.287154,-112.250471
100/15-20-040-05W5/0,Closed,52.461355,-114.679621
100/15-20-051-06W4/0,Closed,53.423753,-110.853314
100/13-20-062-11W5/0,Active,54.383873,-115.613648
100/15-20-066-24W4/0,Closed,54.731897,-113.592255
100/15-20-114-06W6/0,Active,58.920595,-118.965672
100/15-21-005-05W4/0,Closed,49.405486,-110.619516
100/14-21-016-23W4/0,Closed,50.367674,-113.106617
102/10-21-018-20W4/0,Closed,50.539672,-112.692536
100/10-21-018-29W4/0,Active,50.539405,-113.926457
100/15-21-019-27W4/0,Active,50.626851,-113.685676
100/15-21-026-02W4/0,Closed,51.240764,-110.221684
102/15-21-038-03W4/0,Closed,52.285303,-110.372874
103/15-21-038-03W4/0,Closed,52.284965,-110.371025
100/15-21-043-27W4/0,Active,52.723822,-113.857008
100/15-21-045-17W4/0,Closed,52.899252,-112.408453
100/15-21-046-13W4/0,Active,52.985931,-111.828654
100/15-21-047-26W4/0,Closed,53.072935,-113.740246
100/15-21-058-15W4/0,Active,54.033304,-112.169227
100/15-21-065-25W4/0,Active,54.641882,-113.720346
100/15-21-095-01W6/0,Closed,57.261297,-118.094718
100/15-21-122-22W5/2,Active,59.616353,-117.722147
100/15-22-005-05W4/0,Closed,49.405201,-110.598515
102/15-22-005-05W4/0,Closed,49.405145,-110.597178
102/02-27-005-05W4/0,Closed,49.405082,-110.597695
100/15-22-019-28W4/0,Closed,50.628676,-113.800847
100/15-22-030-23W4/0,Active,51.587279,-113.155043
100/15-22-041-19W4/2,Active,52.547632,-112.652165
100/15-22-065-25W4/0,Closed,54.642458,-113.692363
100/15-22-073-13W4/0,Closed,55.341811,-111.911278
100/15-22-099-11W6/0,Active,57.610187,-119.707154
100/15-22-111-02W6/0,Closed,58.656755,-118.239540
100/15-23-005-05W4/0,Closed,49.406159,-110.577127
100/15-23-017-23W4/0,Closed,50.452455,-113.057519
100/15-23-023-04W5/0,Active,50.976044,-114.452614
100/15-23-025-10W4/0,Closed,51.150729,-111.294783
100/15-23-049-06W4/0,Closed,53.246775,-110.772376
100/15-23-051-27W4/0,Closed,53.423536,-113.869657
100/15-23-052-12W4/0,Active,53.511558,-111.656492
100/15-23-054-13W4/0,Active,53.684255,-111.805343
100/15-23-060-27W4/0,Active,54.207034,-113.937539
100/15-23-079-05W6/0,Closed,55.865431,-118.659706
100/15-23-104-21W5/0,Closed,58.046941,-117.354174
102/15-23-118-04W6/0,Active,59.267888,-118.551983
100/15-24-002-09W4/0,Active,49.144255,-111.082867
100/15-24-017-24W4/0,Active,50.455075,-113.174414
100/15-24-027-22W4/0,Active,51.326594,-112.966218
100/15-24-032-10W4/0,Closed,51.764576,-111.289753
100/15-24-038-10W4/0,Closed,52.287494,-111.300289
100/15-24-048-21W4/0,Closed,53.161221,-112.936591
100/15-24-049-27W4/0,Closed,53.248586,-113.814587
100/15-24-058-05W5/0,Closed,54.032706,-114.603786
100/15-25-011-22W4/0,Closed,49.945569,-112.881413
100/15-25-088-09W6/0,Closed,56.666572,-119.287324
100/15-25-104-21W5/0,Closed,58.061641,-117.326865
100/15-25-117-02W6/0,Active,59.194178,-118.182928
100/15-26-011-14W4/0,Closed,49.945272,-111.812337
102/15-26-011-14W4/0,Closed,49.944323,-111.810782
103/15-26-011-14W4/0,Closed,49.943429,-111.809189
103/10-26-011-14W4/0,Closed,49.943279,-111.809124
102/15-26-019-29W4/0,Closed,50.644174,-113.914374
100/15-26-019-29W4/0,Closed,50.644399,-113.914375
100/15-26-028-09W4/0,Active,51.428547,-111.162027
100/15-26-028-10W4/0,Closed,51.428587,-111.301987
100/15-26-038-16W4/0,Closed,52.300089,-112.179249
100/15-26-042-04W5/0,Closed,52.652597,-114.467729
100/15-26-043-28W4/0,Closed,52.739984,-113.955432
100/15-26-055-19W4/0,Active,53.785263,-112.712216
100/15-26-058-05W5/0,Closed,54.046904,-114.628548
100/15-26-062-27W4/0,Active,54.396588,-113.936829
100/15-26-104-21W5/0,Closed,58.061420,-117.351177
100/15-26-112-22W5/2,Active,58.761211,-117.586937
100/15-27-016-25W4/0,Closed,50.379884,-113.353808
102/02-34-027-22W4/0,Closed,51.342778,-113.012367
102/08-34-027-22W4/0,Closed,51.342778,-113.012123
100/03-34-027-22W4/0,Closed,51.342778,-113.012611
100/15-27-031-09W4/0,Closed,51.690165,-111.197467
100/15-27-038-03W4/0,Closed,52.300906,-110.347617
102/15-27-038-03W4/0,Closed,52.300264,-110.349924
1F1/15-27-038-27W4/0,Closed,52.299654,-113.777521
1F2/15-27-038-27W4/0,Closed,52.301740,-113.776286
1F3/15-27-038-27W4/0,Closed,52.300659,-113.776704
105/07-27-040-12W4/0,Closed,52.474179,-111.644092
100/15-27-041-19W4/0,Active,52.561696,-112.652755
100/15-27-046-02W5/0,Closed,53.000215,-114.205794
102/15-27-051-08W4/0,Active,53.438992,-111.097546
100/15-27-112-02W6/0,Closed,58.758533,-118.234747
100/15-27-120-20W5/0,Active,59.459758,-117.347856
100/15-28-009-01W5/0,Closed,49.770041,-114.075077
100/15-28-034-13W4/0,Active,51.952777,-111.786287
100/15-28-038-17W4/0,Closed,52.301306,-112.368164
100/15-28-061-03W4/0,Closed,54.308661,-110.388869
100/15-29-012-05W4/0,Active,50.031923,-110.653004
102/16-29-020-27W4/3,Closed,50.729925,-113.705283
1C0/15-29-038-07W4/0,Closed,52.302639,-110.966915
100/15-29-038-07W4/0,Closed,52.301109,-110.967509
100/15-29-039-16W4/0,Closed,52.387727,-112.266478
1D0/15-29-049-01W4/0,Closed,53.261723,-110.112130
1A0/15-29-060-05W4/0,Active,54.221578,-110.713153
100/15-29-099-07W6/0,Closed,57.625032,-119.105654
100/15-30-011-13W4/0,Closed,49.945869,-111.764783
100/15-30-016-27W4/0,Active,50.379068,-113.696278
100/15-30-016-29W4/0,Closed,50.379091,-113.976502
100/15-30-034-20W4/0,Closed,51.953854,-112.826320
102/15-30-037-04W4/0,Closed,52.212735,-110.560515
103/15-30-037-04W4/0,Closed,52.214310,-110.558982
100/15-30-060-11W5/0,Closed,54.222246,-115.634885
100/15-30-064-26W4/0,Closed,54.571687,-113.919357
100/15-30-078-08W5/0,Closed,55.793554,-115.224635
100/15-30-087-02W6/0,Active,56.579349,-118.299916
100/15-30-094-03W6/0,Closed,57.190432,-118.464052
100/15-30-097-24W5/0,Closed,57.453342,-117.887962
100/15-31-014-24W4/0,Closed,50.222105,-113.264673
100/15-31-015-23W4/0,Closed,50.308143,-113.152617
100/01-06-021-02W5/0,Active,50.745952,-114.265256
102/14-31-021-25W4/0,Closed,50.833332,-113.455635
100/15-31-030-09W4/0,Closed,51.616847,-111.257644
103/15-31-044-11W4/0,Closed,52.842464,-111.583729
103/16-31-044-11W4/0,Closed,52.842627,-111.583946
104/16-31-044-11W4/0,Closed,52.842700,-111.584001
103/01-06-045-11W4/0,Closed,52.842759,-111.584069
100/15-31-044-11W4/0,Closed,52.842388,-111.583703
102/10-31-044-11W4/0,Closed,52.842288,-111.583524
102/15-31-046-07W4/0,Closed,53.013911,-111.002210
100/15-31-047-20W4/0,Closed,53.103234,-112.912930
100/15-31-091-02W6/0,Closed,56.941686,-118.308211
100/15-32-019-26W4/0,Active,50.656675,-113.565789
100/15-32-027-08W4/0,Active,51.357296,-111.093801
100/15-32-033-10W4/0,Closed,51.881234,-111.386330
102/15-32-035-12W4/0,Closed,52.055019,-111.682698
100/15-32-048-05W4/0,Closed,53.189389,-110.699178
100/15-32-053-11W5/0,Closed,53.625287,-115.580914
100/15-32-055-07W5/0,Active,53.799371,-115.005294
100/15-32-065-24W4/0,Active,54.672916,-113.593433
100/15-32-075-14W5/0,Closed,55.545749,-116.129286
100/15-32-095-06W5/0,Closed,57.290721,-114.934112
100/15-32-114-05W6/2,Active,58.949683,-118.803021
100/15-32-123-18W5/0,Closed,59.732238,-117.090275
102/15-32-123-18W5/2,Active,59.732543,-117.091363
100/15-33-012-15W4/0,Active,50.047516,-111.994561
100/15-33-016-20W4/0,Closed,50.394014,-112.692507
100/15-33-026-05W4/0,Closed,51.269248,-110.639113
100/15-33-030-02W4/0,Closed,51.619095,-110.227099
100/15-33-031-09W4/0,Closed,51.704248,-111.216807
100/15-33-036-10W4/0,Closed,52.140417,-111.369878
100/15-33-038-08W4/0,Closed,52.314020,-111.087462
100/15-33-050-27W4/0,Closed,53.364642,-113.887722
100/01-04-053-13W4/0,Active,53.540734,-111.851950
100/07-04-061-07W4/0,Active,54.237947,-110.989540
100/15-33-062-27W4/0,Active,54.410819,-113.984339
100/15-33-065-25W4/0,Active,54.673351,-113.718832
102/15-33-087-02W6/0,Closed,56.593903,-118.250767
100/15-33-087-02W6/0,Active,56.594461,-118.249162
102/15-34-014-27W4/0,Closed,50.219663,-113.603078
100/15-34-015-24W4/0,Active,50.307644,-113.217061
100/15-34-017-26W4/0,Active,50.481396,-113.494369
100/15-34-018-27W4/0,Active,50.568960,-113.628677
100/15-34-022-26W4/0,Closed,50.920355,-113.522396
100/15-34-029-23W4/0,Active,51.529167,-113.152101
100/15-34-051-09W5/0,Closed,53.450824,-115.236416
100/15-34-060-27W4/0,Active,54.237923,-113.960071
100/15-34-077-13W5/0,Active,55.721963,-115.926336
102/15-34-081-12W6/3,Closed,56.069575,-119.784577
100/15-35-015-21W4/4,Closed,50.307041,-112.783588
100/15-35-017-23W4/0,Closed,50.481511,-113.062161
102/10-35-018-24W4/0,Closed,50.569298,-113.198005
100/15-35-020-07W4/0,Closed,50.744351,-110.868124
100/15-35-048-11W5/0,Closed,53.188766,-115.498054
100/15-35-049-27W4/0,Closed,53.277579,-113.838747
100/15-35-052-10W5/0,Closed,53.537717,-115.359220
100/15-35-053-09W5/0,Active,53.625465,-115.213862
100/15-35-080-03W5/2,Active,55.982429,-114.352295
100/15-35-088-24W5/0,Closed,56.682351,-117.709387
100/15-35-089-23W5/2,Active,56.769539,-117.545185
100/15-35-107-04W6/0,Active,58.336948,-118.538087
100/15-36-006-15W4/0,Closed,49.520901,-111.895997
100/15-36-017-23W4/0,Closed,50.481732,-113.035303
100/16-36-019-27W4/0,Closed,50.655836,-113.612760
1S0/03-01-028-22W4/2,Active,51.354720,-112.968153
100/15-36-035-03W4/0,Closed,52.054998,-110.297148
100/15-36-058-04W5/0,Active,54.061902,-114.457381
102/15-36-064-16W5/0,Active,54.585510,-116.278335
100/15-36-064-16W5/0,Active,54.585500,-116.278492
100/15-36-089-04W5/0,Closed,56.766501,-114.489235
100/15-36-104-21W5/0,Closed,58.076214,-117.324207
102/16-01-001-17W4/0,Closed,49.011739,-112.146590
100/16-01-012-02W4/0,Closed,49.974814,-110.142306
100/16-01-012-13W4/0,Closed,49.973510,-111.645347
103/16-01-016-12W4/0,Active,50.322111,-111.519620
100/16-01-016-23W4/0,Active,50.324096,-113.031149
105/16-01-020-03W5/0,Closed,50.670835,-114.280903
100/16-01-021-04W4/0,Closed,50.760946,-110.421024
102/16-01-021-05W4/0,Active,50.760916,-110.561221
100/16-01-022-05W4/0,Closed,50.848372,-110.559524
100/16-01-022-26W4/0,Closed,50.847924,-113.468370
100/09-01-023-04W5/0,Closed,50.934480,-114.422837
100/16-01-030-23W4/0,Active,51.543786,-113.104352
100/16-01-035-04W5/0,Closed,51.982091,-114.435205
100/16-01-036-04W5/0,Closed,52.068589,-114.435099
100/16-01-037-03W5/0,Active,52.155838,-114.292202
100/16-01-040-09W4/0,Active,52.416623,-111.161126
100/16-01-041-04W5/0,Closed,52.505309,-114.435422
102/16-01-053-13W4/0,Active,53.555444,-111.772479
100/16-01-054-15W4/0,Closed,53.642661,-112.067356
100/16-01-060-23W5/0,Active,54.164504,-117.306282
100/16-01-063-01W4/0,Closed,54.424546,-110.007608
100/16-01-065-26W4/0,Closed,54.599416,-113.789097
100/15-01-066-26W4/0,Closed,54.688935,-113.791373
100/16-01-066-26W4/0,Active,54.688936,-113.791208
100/16-01-080-24W4/0,Closed,55.909353,-113.611996
100/16-02-010-15W4/0,Active,49.800093,-111.925132
100/16-02-017-26W4/0,Closed,50.408944,-113.466391
100/16-02-021-04W4/0,Closed,50.760066,-110.444103
100/16-02-021-05W4/0,Closed,50.759455,-110.584443
100/16-02-036-28W4/0,Closed,52.067411,-113.890490
100/16-02-042-17W4/0,Closed,52.593751,-112.334339
100/16-02-048-05W4/0,Closed,53.114509,-110.616050
100/09-02-051-05W4/0,Active,53.377093,-110.621396
100/16-02-051-09W5/0,Closed,53.378247,-115.210476
100/16-02-077-09W5/0,Closed,55.647092,-115.275194
100/16-02-080-10W6/0,Closed,55.911263,-119.439097
100/16-02-118-02W6/0,Active,59.223803,-118.206448
100/16-03-010-07W4/0,Closed,49.799601,-110.865852
100/16-03-010-08W4/0,Closed,49.799811,-110.998708
100/16-03-011-08W4/0,Closed,49.884401,-111.010340
100/16-03-015-25W4/0,Closed,50.236751,-113.346929
100/16-03-021-04W4/0,Closed,50.760976,-110.467189
100/16-03-021-05W4/0,Closed,50.759867,-110.608763
100/16-03-052-13W4/0,Active,53.468521,-111.825567
100/16-03-080-23W4/0,Closed,55.909476,-113.507073
100/16-03-109-03W6/0,Closed,58.438564,-118.397239
100/10-04-006-29W4/0,Active,49.449383,-113.838653
100/16-04-011-03W4/0,Closed,49.884457,-110.350582
100/16-04-015-25W4/0,Closed,50.236770,-113.371876
100/16-04-017-21W4/0,Closed,50.411417,-112.823316
100/16-04-018-26W4/0,Active,50.498655,-113.511284
100/08-04-019-26W4/0,Active,50.584188,-113.540239
100/16-04-021-04W4/0,Closed,50.758003,-110.490258
100/16-04-021-05W4/0,Closed,50.758693,-110.631798
100/10-04-021-27W4/0,Closed,50.759731,-113.676064
100/16-04-022-05W4/0,Closed,50.846770,-110.628677
103/16-04-048-07W4/0,Closed,53.116909,-110.961670
100/16-04-048-23W4/0,Active,53.116656,-113.298886
100/16-04-050-06W4/0,Closed,53.289590,-110.810843
100/16-04-050-19W4/0,Closed,53.290641,-112.713539
103/16-04-063-26W5/0,Closed,54.426929,-117.862639
100/16-05-003-20W4/0,Closed,49.187508,-112.655819
100/16-05-010-08W4/0,Closed,49.800302,-111.043831
102/16-05-013-02W4/0,Closed,50.060001,-110.235657
100/16-05-017-20W4/0,Closed,50.409178,-112.712393
100/16-05-018-21W4/0,Active,50.496547,-112.846887
100/16-05-018-26W4/0,Active,50.496277,-113.534339
100/16-05-021-03W4/0,Closed,50.759956,-110.377881
100/16-05-021-04W4/0,Closed,50.760173,-110.513343
100/16-05-021-05W4/0,Closed,50.758021,-110.655439
100/16-05-023-04W4/0,Closed,50.935408,-110.517292
100/16-05-031-01W5/0,Closed,51.632702,-114.099895
100/01-08-047-07W4/0,Closed,53.029941,-110.982827
100/15-05-051-09W5/0,Active,53.379597,-115.282373
100/16-05-051-09W5/0,Active,53.379428,-115.282088
100/09-05-051-09W5/0,Active,53.379552,-115.281848
100/16-05-053-25W4/0,Closed,53.555542,-113.643018
100/13-04-053-25W4/0,Closed,53.555497,-113.643019
100/16-05-058-03W5/2,Closed,53.989808,-114.400320
100/16-05-079-08W5/0,Closed,55.823419,-115.207660
100/16-05-089-06W6/0,Closed,56.696864,-118.906989
100/16-05-098-09W6/0,Closed,57.480304,-119.413673
100/16-06-006-15W4/2,Closed,49.449551,-112.006349
100/16-06-008-08W4/0,Active,49.625231,-111.066861
100/16-06-010-08W4/0,Closed,49.800264,-111.066282
100/16-06-012-01W4/0,Closed,49.973973,-110.119356
100/16-06-015-24W4/0,Closed,50.234120,-113.282126
100/16-06-019-27W4/0,Closed,50.585944,-113.726288
100/16-06-020-26W4/0,Closed,50.671089,-113.587750
100/16-06-021-03W4/0,Closed,50.760901,-110.397986
100/16-06-021-05W4/0,Closed,50.761073,-110.676589
100/16-06-022-25W4/0,Active,50.848266,-113.449922
100/16-06-023-02W5/4,Closed,50.934788,-114.262897
100/16-06-032-05W5/0,Closed,51.718751,-114.691296
100/16-06-037-21W4/0,Closed,52.154997,-112.983210
100/16-06-038-03W4/0,Closed,52.244345,-110.413719
100/16-06-039-13W4/0,Closed,52.329122,-111.857355
102/16-06-042-04W5/0,Closed,52.593189,-114.554934
102/16-06-044-26W4/0,Closed,52.767896,-113.753858
100/16-06-048-06W4/0,Active,53.117023,-110.859897
100/16-06-048-20W4/0,Closed,53.118154,-112.906471
102/16-06-049-06W5/0,Active,53.204485,-114.857246
100/16-06-081-08W6/0,Closed,55.996662,-119.232785
100/16-07-010-08W4/0,Closed,49.814735,-111.066367
100/16-07-018-25W4/0,Closed,50.510498,-113.420029
100/16-07-020-24W4/0,Closed,50.687846,-113.307268
100/16-07-021-03W4/0,Closed,50.775371,-110.397934
102/16-07-021-04W4/0,Closed,50.775370,-110.536413
100/16-07-021-05W4/0,Closed,50.775537,-110.674880
100/16-07-028-08W4/0,Active,51.384494,-111.108728
100/16-07-029-07W4/0,Closed,51.473814,-110.966680
100/16-07-031-01W5/0,Closed,51.647285,-114.123195
100/16-07-036-16W4/0,Closed,52.081482,-112.268473
100/16-07-038-17W4/2,Closed,52.257868,-112.410904
100/16-07-047-07W4/0,Closed,53.042206,-111.009178
100/16-07-051-09W5/0,Closed,53.395144,-115.307895
100/16-07-055-24W4/0,Active,53.742133,-113.551168
100/16-07-065-15W5/0,Closed,54.615673,-116.248040
100/16-07-078-05W6/0,Closed,55.752088,-118.750927
100/16-07-089-05W6/0,Closed,56.708443,-118.778153
100/16-08-010-08W4/2,Closed,49.814769,-111.043810
100/16-08-011-05W4/0,Closed,49.899708,-110.647172
100/16-08-017-26W4/0,Closed,50.423189,-113.534593
100/16-08-017-27W4/0,Closed,50.425750,-113.671009
100/16-08-018-26W4/0,Active,50.510793,-113.534284
100/16-08-018-29W4/0,Closed,50.510496,-113.947744
100/16-08-021-04W4/0,Closed,50.775461,-110.513328
100/16-08-021-05W4/0,Closed,50.775524,-110.651758
100/16-08-023-04W4/0,Closed,50.949866,-110.517298
100/04-16-023-23W4/0,Closed,50.949241,-113.169321
100/16-08-039-25W4/0,Closed,52.345813,-113.556440
100/16-08-044-03W5/2,Closed,52.784390,-114.392013
100/16-08-047-08W4/0,Closed,53.041336,-111.131435
100/16-09-002-23W4/0,Closed,49.113324,-113.016353
100/16-09-010-08W4/0,Closed,49.814836,-111.022192
100/16-09-011-04W4/0,Active,49.899209,-110.488094
100/16-09-011-05W4/0,Closed,49.901687,-110.619788
102/16-09-013-12W4/0,Closed,50.075683,-111.577614
100/16-09-017-22W4/0,Closed,50.423194,-112.960560
100/15-09-019-22W4/0,Closed,50.599107,-112.988255
102/16-09-020-27W4/0,Closed,50.688024,-113.676445
100/16-09-020-27W4/2,Closed,50.688036,-113.676030
100/16-09-021-04W4/0,Closed,50.773284,-110.490248
100/16-09-028-12W4/0,Closed,51.383949,-111.627219
100/16-09-032-01W4/0,Active,51.732647,-110.076521
100/16-09-037-20W4/2,Active,52.168963,-112.791680
100/16-09-043-27W4/0,Closed,52.695038,-113.852795
100/16-09-053-13W5/0,Closed,53.568727,-115.846796
100/16-09-054-14W5/0,Active,53.654257,-115.997109
100/16-09-093-03W6/0,Active,57.057820,-118.408649
100/16-09-094-25W5/0,Closed,57.144690,-117.952429
100/16-09-095-01W6/0,Closed,57.232443,-118.087424
100/09-10-003-05W4/0,Active,49.199658,-110.591850
100/16-10-005-07W4/0,Closed,49.376359,-110.860248
100/16-10-009-07W4/0,Closed,49.724877,-110.867058
100/16-10-010-04W4/0,Active,49.811792,-110.462160
100/16-10-010-08W4/0,Closed,49.814652,-111.001161
100/16-10-010-16W4/0,Active,49.813218,-112.085815
100/16-10-016-25W4/0,Active,50.336050,-113.350782
100/16-10-017-24W4/0,Closed,50.424283,-113.215973
100/16-10-020-23W4/0,Closed,50.686959,-113.100950
102/16-10-020-27W4/0,Closed,50.686679,-113.656900
100/16-10-021-04W4/0,Closed,50.775130,-110.469124
100/16-10-021-05W4/0,Closed,50.775264,-110.605741
100/16-10-029-08W4/0,Closed,51.473368,-111.037202
100/16-10-030-08W4/0,Closed,51.559385,-111.041717
100/16-10-033-10W4/0,Closed,51.823175,-111.328764
100/16-10-033-21W4/2,Closed,51.820491,-112.891629
100/16-10-039-16W4/0,Active,52.343791,-112.216858
100/16-10-040-13W4/0,Closed,52.431021,-111.785079
100/16-10-042-14W4/0,Closed,52.608245,-111.927685
100/16-10-060-13W4/0,Closed,54.177558,-111.855197
100/16-10-095-03W6/0,Closed,57.231920,-118.385734
100/16-11-010-07W4/0,Closed,49.813549,-110.840830
100/16-11-010-08W4/0,Closed,49.813908,-110.976753
100/16-11-012-10W4/0,Active,49.988498,-111.256891
100/16-11-016-23W4/0,Closed,50.337731,-113.052512
100/16-11-019-28W4/0,Active,50.597872,-113.772371
100/12-11-020-27W4/0,Closed,50.688026,-113.633508
100/16-11-020-27W4/0,Closed,50.688027,-113.633789
100/16-11-021-04W4/0,Closed,50.775425,-110.444083
100/16-11-021-05W4/0,Closed,50.775479,-110.582565
100/16-11-028-21W4/0,Active,51.383815,-112.844960
100/16-11-030-01W5/0,Closed,51.559456,-114.028607
102/16-11-033-10W4/0,Closed,51.820666,-111.309122
100/06-11-036-28W4/0,Closed,52.084221,-113.886939
102/08-11-036-28W4/0,Closed,52.084220,-113.886794
100/16-11-049-05W4/0,Closed,53.219250,-110.615990
100/16-11-050-07W4/0,Closed,53.305527,-110.910531
1S0/02-14-056-27W4/0,Closed,53.830966,-113.897116
102/16-11-056-27W4/0,Active,53.830528,-113.897106
100/16-11-056-27W4/0,Closed,53.830708,-113.897105
100/16-11-059-17W5/0,Closed,54.090842,-116.432003
100/16-11-063-26W4/0,Closed,54.439734,-113.815081
100/16-11-065-21W5/0,Closed,54.614656,-117.056819
100/16-11-081-12W6/0,Closed,56.013341,-119.755116
100/16-11-095-01W6/0,Closed,57.232280,-118.033767
100/16-12-015-25W4/0,Active,50.248256,-113.302957
100/16-12-016-25W4/0,Closed,50.337675,-113.301045
100/16-12-017-20W4/2,Closed,50.423512,-112.620961
100/01-13-017-29W4/0,Closed,50.425490,-113.856398
100/04-18-017-28W4/0,Closed,50.425490,-113.856187
100/16-12-018-26W4/0,Closed,50.510613,-113.442832
100/16-12-021-05W4/0,Closed,50.772566,-110.563289
100/10-12-022-26W4/0,Closed,50.862610,-113.468447
100/13-07-022-25W4/4,Closed,50.862793,-113.468471
100/16-12-026-03W5/0,Active,51.211013,-114.281873
