,record,sexe,age,NAISS,LANGUE,MINO,Q2r1,Q2r2,Q2r3,Q2r4,Q2r5,Q2r6,Q2r7,Q2r8,Q42,Q46,Q47,Q47B,Q52r1,Q52r2,Q52r3,Q52r4,Q52r5,Q52r6,Q52r7,Q52r8,Q52r9
160,211,Un homme,De 55 à 64 ans,Oui,Français,Non,5,5,5,5,3,3,2,2,5,5,5,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
161,212,Une femme,De 45 à 54 ans,Oui,Français,Non,4,4,4,3,4,4,3,3,5,5,4,8,Non,Non,Non,Non,Non,Non,Non,Non,Non
162,213,Une femme,De 35 à 44 ans,Non,Français,Oui,5,5,5,5,3,3,3,3,5,4,2,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
163,214,Un homme,De 45 à 54 ans,Oui,Français,Non,4,4,4,3,5,5,5,5,5,5,2,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
164,215,Une femme,De 55 à 64 ans,Oui,Français,Non,5,5,5,5,3,3,3,2,5,5,5,3,Je ne sais pas,Je ne sais pas,Je ne sais pas,Oui,Je ne sais pas,Non,Oui,Je ne sais pas,Je ne sais pas
165,216,Un homme,De 65 à 74 ans,Oui,Français,Non,5,5,5,5,4,3,5,4,4,4,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
166,217,Un homme,De 25 à 34 ans,Oui,Français,Oui,5,5,5,5,5,5,5,5,5,4,5,3,Non,Non,Non,Oui,Non,Oui,Non,Non,Non
167,218,Une femme,De 25 à 34 ans,Oui,Français,Non,5,5,5,5,4,4,4,4,5,4,4,3,Je ne sais pas,Non,Non,Non,Non,Non,Je ne sais pas,Non,Non
168,219,Une femme,De 45 à 54 ans,Non,Français,Non,5,5,5,5,5,4,5,4,5,4,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
169,220,Une femme,De 18 à 24 ans,Oui,Français,Non,5,5,5,5,4,4,4,4,5,5,3,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
170,221,Une femme,De 45 à 54 ans,Non,Français,Non,5,5,5,5,4,4,4,4,5,5,3,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
171,222,Une femme,De 35 à 44 ans,Non,Français,Oui,5,5,5,5,3,3,3,3,4,2,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
172,223,Un homme,De 55 à 64 ans,Oui,Français,Non,5,5,5,5,4,4,4,4,2,5,5,4,Non,Oui,Non,Non,Non,Non,Non,Non,Oui
173,224,Un homme,De 65 à 74 ans,Oui,Français,Oui,5,5,5,5,5,5,5,5,1,1,4,3,Non,Non,Non,Oui,Non,Non,Oui,Non,Non
174,225,Une femme,De 45 à 54 ans,Non,Français,Non,5,5,5,4,2,2,2,2,5,2,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Oui
175,226,Un homme,De 35 à 44 ans,Oui,Français,Non,5,5,5,5,5,5,5,5,5,5,3,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
177,228,Un homme,De 18 à 24 ans,Non,Bengali,Oui,1,1,1,1,5,5,5,5,1,1,4,4,Non,Non,Oui,Oui,Non,Non,Non,Non,Oui
178,229,Un homme,De 25 à 34 ans,Oui,Français,Non,5,5,5,4,3,3,3,3,5,5,5,3,Oui,Non,Non,Non,Non,Non,Non,Non,Non
179,230,Une femme,De 55 à 64 ans,Non,Français,Non,5,5,5,5,5,5,5,5,4,5,2,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
180,231,Une femme,De 18 à 24 ans,Oui,Français,Oui,5,5,5,5,4,4,4,3,3,4,4,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
182,233,Une femme,De 55 à 64 ans,Oui,Français,Non,4,4,5,4,5,5,5,5,5,4,5,2,Oui,Non,Non,Non,Non,Non,Non,Non,Non
183,234,Un homme,De 35 à 44 ans,Non,Français,Non,5,5,5,5,3,2,3,2,4,2,4,2,Non,Oui,Non,Non,Non,Non,Non,Non,Oui
184,235,Une femme,De 18 à 24 ans,Non,Hindi,Oui,1,1,1,1,5,5,5,5,2,2,4,3,Non,Non,Oui,Oui,Non,Non,Non,Non,Oui
185,236,Un homme,De 25 à 34 ans,Oui,Français,Non,5,4,5,3,3,3,3,3,4,5,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
186,237,Une femme,De 35 à 44 ans,Non,Anglais,Oui,3,2,2,2,5,5,5,5,5,2,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
187,238,Une femme,De 65 à 74 ans,Oui,Français,Non,5,5,5,5,3,3,3,3,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
188,239,Une femme,De 55 à 64 ans,Oui,Français,Non,5,5,5,5,5,5,5,5,5,4,5,3,Non,Non,Non,Non,Non,Non,Je ne sais pas,Non,Non
189,240,Une femme,De 18 à 24 ans,Oui,Polonais,Oui,5,4,4,4,5,4,4,4,5,5,1,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
190,241,Une femme,De 25 à 34 ans,Non,Français,Oui,5,5,5,5,3,3,4,4,4,5,4,3,Non,Oui,Oui,Non,Non,Non,Non,Non,Je ne sais pas
191,242,Une femme,De 55 à 64 ans,Oui,Anglais,Oui,3,3,2,2,5,5,5,5,5,5,5,2,Non,Non,Oui,Non,Non,Non,Non,Non,Oui
192,244,Une femme,De 18 à 24 ans,Non,Anglais,Oui,3,2,4,3,5,5,5,5,4,2,2,2,Non,Oui,Non,Non,Non,Non,Non,Non,Oui
193,245,Un homme,De 55 à 64 ans,Oui,Français,Non,5,5,5,4,3,2,3,2,5,4,5,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
194,246,Un homme,De 45 à 54 ans,Oui,Français,Non,5,5,4,4,2,2,3,2,4,5,2,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
195,247,Un homme,De 45 à 54 ans,Oui,Français,Non,4,4,4,4,3,4,5,3,5,2,5,1,Non,Non,Non,Non,Non,Oui,Non,Non,Non
196,248,Une femme,De 65 à 74 ans,Oui,Anglais,Non,3,2,2,2,5,5,5,5,4,5,5,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
197,249,Un homme,75 ans ou plus,Oui,Français,Non,5,5,5,5,3,3,3,3,5,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
198,250,Un homme,De 35 à 44 ans,Oui,Français,Non,5,5,5,5,5,5,5,5,5,1,5,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
199,251,Un homme,De 55 à 64 ans,Non,Vietnamien,Oui,5,5,5,5,4,3,4,3,5,2,2,2,Non,Oui,Non,Non,Non,Non,Non,Non,Non
200,252,Un homme,De 35 à 44 ans,Oui,Français,Non,5,5,5,5,4,3,4,3,5,5,4,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
201,253,Une femme,De 35 à 44 ans,Oui,Français,Non,5,5,5,5,5,5,5,5,3,1,5,1,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre
202,254,Une femme,De 45 à 54 ans,Oui,Français,Non,5,5,5,5,3,2,3,2,5,5,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
203,255,Une femme,De 55 à 64 ans,Oui,Français,Non,5,5,5,5,5,5,5,5,1,5,4,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
204,256,Une femme,De 55 à 64 ans,Oui,Français,Non,5,5,5,4,5,3,5,3,5,5,5,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
205,257,Une femme,De 65 à 74 ans,Oui,Français,Non,5,5,5,5,3,3,2,2,4,5,4,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
206,258,Un homme,De 55 à 64 ans,Oui,Français,Non,5,5,5,5,3,2,3,2,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
207,259,Un homme,De 45 à 54 ans,Oui,Français,Non,4,4,4,3,3,3,1,1,1,2,5,3,Non,Non,Non,Oui,Non,Non,Non,Non,Non
208,260,Une femme,De 18 à 24 ans,Non,Anglais,Non,3,3,3,3,5,5,5,5,4,2,4,2,Oui,Non,Non,Non,Non,Oui,Non,Non,Non
209,261,Une femme,De 35 à 44 ans,Non,Portugais,Non,4,5,4,4,4,4,5,4,5,2,3,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
210,262,Une femme,De 55 à 64 ans,Oui,Français,Non,5,5,5,5,3,3,3,3,5,5,5,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
211,263,Une femme,De 65 à 74 ans,Oui,Français,Non,5,5,5,5,5,5,5,5,4,4,3,2,Non,Oui,Oui,Non,Oui,Non,Oui,Non,Oui
212,264,Un homme,De 45 à 54 ans,Oui,Français,Non,5,5,5,5,4,4,4,4,5,4,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
213,265,Un homme,De 45 à 54 ans,Oui,Français,Non,4,4,4,4,2,2,2,3,5,3,5,2,Non,Non,Oui,Oui,Non,Oui,Non,Non,Non
214,266,Un homme,De 65 à 74 ans,Oui,Français,Non,5,5,5,5,4,3,3,3,4,5,5,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
215,267,Un homme,De 18 à 24 ans,Oui,Anglais,Non,5,4,5,3,5,5,5,5,3,2,4,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
216,269,Une femme,De 45 à 54 ans,Oui,Français,Non,5,5,5,5,3,3,3,3,5,5,3,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
217,270,Un homme,De 55 à 64 ans,Oui,Anglais,Non,5,4,5,4,5,5,5,5,5,4,3,2,Non,Non,Non,Non,Non,Non,Non,Non,Oui
218,271,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,5,4,5,4,5,5,5,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
219,272,Un homme,De 55 à 64 ans,Non,Portugais,Non,5,5,5,5,5,5,5,5,5,3,2,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
220,273,Un homme,De 45 à 54 ans,Oui,Grecque,Non,3,3,3,3,5,5,5,5,4,4,2,2,Non,Je ne sais pas,Non,Non,Non,Non,Non,Non,Non
221,274,Une femme,De 35 à 44 ans,Oui,Italien,Non,5,5,5,5,5,5,5,5,5,2,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
222,275,Une femme,De 25 à 34 ans,Oui,Français,Non,5,5,5,4,4,3,4,3,4,4,4,3,Oui,Non,Non,Non,Non,Oui,Oui,Non,Non
223,276,Une femme,De 45 à 54 ans,Oui,Italien,Non,5,5,5,5,5,5,5,5,4,4,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
224,277,Un homme,De 18 à 24 ans,Oui,Français,Non,5,5,5,5,5,4,5,3,4,4,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
225,278,Une femme,De 35 à 44 ans,Oui,Anglais,Non,3,3,3,2,5,5,5,5,4,2,4,3,Oui,Non,Non,Non,Non,Non,Non,Non,Oui
226,279,Un homme,De 45 à 54 ans,Oui,Français,Non,5,5,5,5,3,2,3,2,5,5,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
227,280,Une femme,De 18 à 24 ans,Oui,Français,Non,5,5,5,5,4,4,5,5,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
228,281,Une femme,De 18 à 24 ans,Oui,Espagnol,Oui,5,4,5,4,4,3,4,3,4,4,2,1,Non,Non,Non,Non,Non,Non,Je ne sais pas,Non,Non
229,283,Une femme,De 65 à 74 ans,Oui,Français,Non,5,5,5,5,3,3,4,3,5,5,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
230,284,Un homme,De 45 à 54 ans,Oui,Anglais,Non,4,4,4,3,5,5,5,4,4,5,4,3,Non,Oui,Non,Non,Non,Non,Non,Non,Non
231,285,Une femme,De 35 à 44 ans,Oui,Français,Non,5,5,5,5,4,3,4,3,5,5,5,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
232,286,Un homme,De 65 à 74 ans,Oui,Français,Non,5,5,3,2,1,1,1,1,4,4,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
233,287,Une femme,De 45 à 54 ans,Oui,Français,Non,5,5,5,5,4,4,4,3,5,5,5,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
234,288,Un homme,De 55 à 64 ans,Oui,Français,Non,5,5,5,5,4,4,4,4,5,5,4,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
235,289,Un homme,De 25 à 34 ans,Oui,Anglais,Non,5,5,5,5,5,5,5,5,4,4,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
236,290,Une femme,De 45 à 54 ans,Oui,Français,Non,5,5,5,5,5,5,5,5,5,5,4,8,Non,Non,Non,Non,Non,Non,Non,Non,Non
237,291,Un homme,De 35 à 44 ans,Oui,Italien,Non,5,4,4,3,5,5,5,5,4,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
238,292,Un homme,De 45 à 54 ans,Non,Français,Oui,5,5,5,5,5,5,5,5,5,5,2,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
239,293,Une femme,De 45 à 54 ans,Oui,Anglais,Non,4,4,4,4,4,3,4,3,5,4,2,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
240,294,Une femme,De 25 à 34 ans,Oui,Français,Non,5,5,5,5,5,3,4,3,5,5,5,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
241,295,Un homme,De 18 à 24 ans,Oui,Anglais,Oui,5,5,5,5,5,5,5,5,5,2,2,2,Non,Oui,Non,Oui,Non,Non,Oui,Non,Non
242,296,Un homme,75 ans ou plus,Oui,Français,Non,5,5,5,5,2,2,2,1,5,5,5,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
243,297,Une femme,De 18 à 24 ans,Oui,Français,Non,5,5,5,5,5,4,5,4,5,5,4,3,Non,Non,Non,Non,Non,Non,Non,Oui,Non
244,298,Un homme,De 18 à 24 ans,Oui,Français,Oui,5,5,4,4,4,4,4,4,4,4,3,4,Non,Non,Non,Non,Non,Non,Non,Je ne sais pas,Non
246,300,Une femme,De 18 à 24 ans,Oui,Français,Oui,5,4,5,4,4,4,4,4,4,4,4,2,Oui,Oui,Oui,Non,Non,Non,Oui,Non,Non
247,301,Un homme,De 25 à 34 ans,Oui,Français,Oui,5,5,5,5,5,5,5,5,1,1,5,1,Non,Oui,Oui,Oui,Non,Non,Oui,Oui,Non
248,302,Un homme,De 25 à 34 ans,Oui,Français,Non,5,5,5,5,5,5,5,5,5,5,4,3,Non,Non,Non,Non,Non,Oui,Non,Non,Non
249,303,Un homme,De 55 à 64 ans,Oui,Français,Non,5,5,5,5,3,2,3,2,5,5,4,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
250,304,Une femme,De 45 à 54 ans,Non,Roumain,Non,4,4,4,4,4,4,4,4,5,2,5,4,Non,Je ne sais pas,Je ne sais pas,Non,Non,Non,Non,Non,Oui
251,305,Un homme,De 18 à 24 ans,Oui,Anglais,Non,4,3,4,4,5,5,5,5,4,2,3,9,Non,Non,Non,Non,Non,Non,Non,Non,Non
252,306,Une femme,De 25 à 34 ans,Oui,Français,Non,5,5,5,5,4,4,4,4,5,4,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
253,307,Un homme,De 35 à 44 ans,Non,Anglais,Oui,5,1,1,1,5,5,5,5,4,2,2,3,Oui,Non,Non,Non,Oui,Non,Oui,Oui,Je ne sais pas
254,309,Un homme,De 45 à 54 ans,Non,Français,Non,5,5,5,5,3,2,3,2,4,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
255,310,Une femme,De 65 à 74 ans,Oui,Anglais,Non,5,5,5,5,5,5,5,5,5,5,4,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
256,311,Une femme,De 25 à 34 ans,Oui,Français,Non,5,4,5,4,4,4,4,4,5,5,4,1,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non
257,312,Une femme,De 25 à 34 ans,Oui,Français,Non,5,5,5,5,1,1,1,1,5,2,5,9,Non,Non,Non,Oui,Non,Non,Non,Oui,Non
258,313,Un homme,De 35 à 44 ans,Oui,Français,Non,5,4,5,4,4,3,4,3,5,5,5,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
259,331,Un homme,De 55 à 64 ans,Oui,Français,Non,5,4,5,3,4,3,3,3,1,2,5,4,Non,Oui,Non,Non,Non,Non,Non,Non,Oui
260,364,Un homme,De 25 à 34 ans,Oui,Français,Non,5,5,5,5,5,5,5,5,1,2,4,2,Oui,Oui,Oui,Non,Non,Non,Oui,Non,Non
261,365,Un homme,De 55 à 64 ans,Oui,Français,Non,5,5,5,5,4,3,4,3,5,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
262,366,Une femme,De 45 à 54 ans,Oui,Anglais,Non,3,4,4,3,5,5,5,5,5,4,3,1,Oui,Non,Non,Oui,Non,Non,Non,Non,Non
263,367,Un homme,De 55 à 64 ans,Oui,Français,Non,5,5,5,4,5,5,5,4,4,2,2,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
264,368,Une femme,De 35 à 44 ans,Oui,Français,Oui,5,5,5,5,4,4,4,4,5,4,4,2,Non,Oui,Oui,Non,Non,Non,Non,Non,Non
265,369,Une femme,De 35 à 44 ans,Non,Anglais,Non,4,4,4,4,5,5,5,5,4,4,2,1,Oui,Oui,Non,Non,Non,Non,Non,Non,Oui
266,370,Une femme,De 18 à 24 ans,Oui,Français,Non,5,5,5,5,4,3,3,3,5,5,5,4,Non,Non,Non,Non,Non,Non,Oui,Non,Non
268,372,Une femme,De 35 à 44 ans,Oui,Français,Non,4,4,4,4,3,2,2,2,1,5,4,3,Non,Non,Non,Je ne sais pas,Oui,Non,Non,Oui,Non
269,373,Une femme,De 45 à 54 ans,Oui,Anglais,Non,5,5,5,5,5,5,5,5,5,4,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
270,374,Un homme,De 35 à 44 ans,Non,Français,Je préfère ne pas répondre,5,5,5,4,4,4,4,4,1,2,2,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
271,375,Une femme,De 55 à 64 ans,Oui,Français,Non,5,5,5,5,3,3,3,2,5,5,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
272,376,Un homme,De 65 à 74 ans,Oui,Français,Non,5,5,5,5,3,3,3,2,5,5,5,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
273,377,Un homme,De 55 à 64 ans,Oui,Français,Non,3,3,3,4,2,1,1,1,4,5,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
274,378,Une femme,De 65 à 74 ans,Oui,Français,Non,5,5,5,5,5,5,5,5,5,5,4,2,Non,Non,Non,Je ne sais pas,Non,Non,Je ne sais pas,Non,Non
275,379,Un homme,De 25 à 34 ans,Oui,Français,Non,5,5,5,5,5,4,3,3,5,5,3,1,Non,Non,Non,Oui,Non,Non,Non,Non,Non
276,380,Un homme,De 55 à 64 ans,Oui,Français,Non,5,5,5,5,4,4,4,4,5,4,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
277,381,Un homme,De 45 à 54 ans,Oui,Français,Non,5,5,5,5,4,4,4,4,5,5,4,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
278,382,Une femme,De 25 à 34 ans,Oui,Français,Non,5,5,5,5,4,4,4,4,4,4,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
279,383,Un homme,De 45 à 54 ans,Oui,Anglais,Oui,3,3,3,2,5,3,5,4,4,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
280,384,Une femme,75 ans ou plus,Oui,Français,Non,5,5,5,5,2,2,3,3,5,5,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
281,385,Un homme,De 55 à 64 ans,Oui,Français,Non,5,5,5,5,4,4,4,4,5,4,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
282,386,Un homme,De 25 à 34 ans,Oui,Français,Non,5,5,5,5,5,4,5,5,5,5,5,3,Non,Non,Non,Non,Non,Non,Oui,Non,Non
283,387,Un homme,De 55 à 64 ans,Oui,Français,Non,5,5,5,5,5,5,5,5,5,5,5,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
284,388,Un homme,De 18 à 24 ans,Oui,Portugais et espagnol,Oui,5,5,5,5,5,5,5,5,5,1,1,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
285,389,Une femme,De 45 à 54 ans,Non,Je préfère ne pas répondre,Non,4,4,4,4,4,4,4,4,3,5,2,2,Non,Oui,Oui,Non,Non,Non,Oui,Non,Oui
286,390,Une femme,De 45 à 54 ans,Non,Espagnol,Non,4,4,3,3,5,5,5,5,4,5,3,8,Non,Non,Non,Non,Non,Non,Non,Non,Non
287,391,Une femme,75 ans ou plus,Oui,Français,Non,5,5,5,5,5,5,5,5,5,5,5,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
288,392,Une femme,75 ans ou plus,Non,Czech,Non,4,3,4,1,5,5,5,4,5,2,2,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
289,393,Une femme,De 55 à 64 ans,Oui,Français,Non,5,5,5,5,1,1,1,1,5,5,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
290,394,Un homme,De 45 à 54 ans,Oui,Français,Oui,5,5,5,5,3,3,2,2,5,5,5,4,Non,Oui,Oui,Oui,Oui,Non,Non,Je ne sais pas,Oui
291,395,Une femme,De 45 à 54 ans,Oui,Français,Non,5,5,5,5,5,4,5,5,5,5,3,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
292,396,Une femme,De 65 à 74 ans,Oui,Français,Non,5,5,5,5,5,5,5,5,5,4,5,2,Non,Non,Non,Non,Non,Non,Oui,Non,Non
293,397,Un homme,De 65 à 74 ans,Oui,Français,Non,5,5,5,5,5,5,5,5,5,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
294,398,Un homme,De 45 à 54 ans,Oui,Français,Non,5,5,5,5,5,5,5,5,5,5,4,2,Non,Non,Non,Oui,Non,Oui,Non,Non,Non
296,400,Un homme,De 35 à 44 ans,Oui,Français,Non,5,5,5,5,3,3,3,3,4,5,5,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
297,401,Un homme,De 45 à 54 ans,Non,Anglais,Oui,5,5,5,5,5,5,5,5,5,5,2,2,Non,Oui,Non,Non,Non,Non,Non,Non,Non
298,403,Un homme,De 35 à 44 ans,Oui,Anglais,Non,5,5,5,4,5,5,5,5,5,2,4,2,Non,Non,Non,Oui,Non,Non,Non,Oui,Non
299,404,Un homme,De 65 à 74 ans,Oui,Anglais,Non,1,1,1,1,5,5,5,5,4,2,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Oui
300,405,Une femme,De 45 à 54 ans,Oui,Italien,Non,5,5,5,5,5,5,5,5,5,5,2,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
301,407,Un homme,De 45 à 54 ans,Oui,Français,Non,5,5,5,4,3,3,3,2,5,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
302,408,Une femme,De 35 à 44 ans,Oui,Français,Non,5,4,5,4,3,3,3,3,4,5,4,3,Oui,Non,Non,Non,Non,Non,Non,Non,Non
303,409,Un homme,De 45 à 54 ans,Oui,Français,Non,5,5,5,5,3,3,2,3,2,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
304,410,Un homme,De 35 à 44 ans,Oui,Français,Oui,5,4,4,4,5,5,5,5,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
305,411,Un homme,De 25 à 34 ans,Oui,Français,Oui,5,5,5,5,4,3,4,5,5,1,5,1,Non,Oui,Oui,Non,Non,Non,Non,Non,Non
306,412,Une femme,De 25 à 34 ans,Oui,Roumain,Non,5,5,5,5,5,5,5,5,2,4,1,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
307,413,Un homme,De 55 à 64 ans,Oui,Français,Non,5,5,5,5,5,5,5,4,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
308,414,Un homme,De 45 à 54 ans,Oui,Français,Non,5,5,5,5,4,4,4,4,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
309,415,Un homme,De 35 à 44 ans,Oui,Français,Oui,5,5,5,5,4,4,4,4,5,2,5,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
310,416,Une femme,De 45 à 54 ans,Non,Espagnol,Non,3,3,3,3,4,4,4,4,2,2,4,3,Non,Oui,Non,Oui,Oui,Non,Non,Non,Oui
311,417,Un homme,De 65 à 74 ans,Oui,Anglais,Non,2,2,2,1,5,5,5,5,5,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Oui
312,418,Un homme,De 35 à 44 ans,Oui,Allemand,Oui,4,4,4,4,5,5,5,5,2,2,1,8,Oui,Non,Non,Oui,Non,Non,Oui,Non,Je ne sais pas
313,419,Un homme,De 35 à 44 ans,Non,Français,Oui,5,5,5,5,3,3,4,3,5,5,4,9,Non,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre,Non,Je préfère ne pas répondre,Je préfère ne pas répondre
314,420,Une femme,De 55 à 64 ans,Non,Anglais,Oui,2,2,2,2,5,5,5,5,2,1,4,2,Oui,Oui,Oui,Non,Non,Non,Non,Non,Oui
315,421,Une femme,De 25 à 34 ans,Oui,Anglais,Non,4,3,4,4,5,5,5,5,5,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
316,422,Un homme,De 55 à 64 ans,Oui,Français,Non,5,4,5,4,4,4,5,4,5,2,4,2,Non,Non,Non,Non,Non,Non,Non,Oui,Non
317,423,Une femme,De 55 à 64 ans,Oui,Français,Non,5,5,5,4,2,2,3,2,4,4,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
318,424,Une femme,De 45 à 54 ans,Non,Anglais,Oui,5,5,5,5,5,5,5,5,5,5,2,1,Non,Oui,Oui,Non,Non,Non,Non,Non,Oui
319,425,Une femme,De 45 à 54 ans,Oui,Français,Non,5,5,5,4,3,3,3,3,5,5,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
320,426,Un homme,De 65 à 74 ans,Non,Vietnamien,Oui,5,5,5,5,5,5,5,5,5,5,3,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
321,427,Un homme,De 35 à 44 ans,Oui,Anglais,Non,5,5,5,3,5,5,5,5,4,5,5,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
322,428,Une femme,De 35 à 44 ans,Oui,Français,Non,5,5,5,5,4,3,5,3,2,2,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
323,429,Une femme,De 25 à 34 ans,Oui,Français,Non,5,5,5,3,3,2,4,2,5,2,4,3,Non,Oui,Oui,Non,Oui,Non,Non,Non,Je ne sais pas
324,430,Une femme,De 55 à 64 ans,Oui,Français,Non,5,5,5,4,3,3,3,3,4,5,4,3,Non,Non,Non,Oui,Non,Non,Non,Non,Non
325,431,Un homme,De 25 à 34 ans,Oui,Français,Non,5,5,5,5,5,4,5,4,5,2,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
326,432,Une femme,De 45 à 54 ans,Oui,Français,Non,5,5,5,5,4,4,4,3,5,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
327,434,Une femme,De 45 à 54 ans,Non,Français,Non,5,5,5,5,5,5,5,5,5,4,2,1,Non,Non,Non,Non,Non,Non,Non,Non,Oui
328,437,Une femme,De 65 à 74 ans,Oui,Polonais,Non,5,5,5,5,5,5,5,5,5,5,2,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
