"REF_DATE","GEO","DGUID","Knowledge of official languages","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1991","Newfoundland and Labrador","2016A000210","English only","Percentage","Percentage","242","units","0","v1043024515","2.3.2","96.5","","","","1"
"1991","Newfoundland and Labrador","2016A000210","English and French","Number","Number","223","units","0","v1043024516","2.4.1","18495","","","","0"
"1991","Newfoundland and Labrador","2016A000210","English and French","Percentage","Percentage","242","units","0","v1043024517","2.4.2","3.3","","","","1"
"1991","Newfoundland and Labrador","2016A000210","Neither English nor French","Number","Number","223","units","0","v1043024518","2.5.1","780","","","","0"
"1991","Newfoundland and Labrador","2016A000210","Neither English nor French","Percentage","Percentage","242","units","0","v1043024519","2.5.2","0.1","","","","1"
"1991","Prince Edward Island","2016A000211","Total, knowledge of official languages","Number","Number","223","units","0","v1043024520","3.1.1","128095","","","","0"
"1991","Prince Edward Island","2016A000211","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024521","3.1.2","100.0","","","","1"
"1991","Prince Edward Island","2016A000211","French only","Number","Number","223","units","0","v1043024522","3.2.1","270","","","","0"
"1991","Prince Edward Island","2016A000211","French only","Percentage","Percentage","242","units","0","v1043024523","3.2.2","0.2","","","","1"
"1991","Prince Edward Island","2016A000211","English only","Number","Number","223","units","0","v1043024524","3.3.1","114795","","","","0"
"1991","Prince Edward Island","2016A000211","English only","Percentage","Percentage","242","units","0","v1043024525","3.3.2","89.6","","","","1"
"1991","Prince Edward Island","2016A000211","English and French","Number","Number","223","units","0","v1043024526","3.4.1","12950","","","","0"
"1991","Prince Edward Island","2016A000211","English and French","Percentage","Percentage","242","units","0","v1043024527","3.4.2","10.1","","","","1"
"1991","Prince Edward Island","2016A000211","Neither English nor French","Number","Number","223","units","0","v1043024528","3.5.1","80","","","","0"
"1991","Prince Edward Island","2016A000211","Neither English nor French","Percentage","Percentage","242","units","0","v1043024529","3.5.2","0.1","","","","1"
"1991","Nova Scotia","2016A000212","Total, knowledge of official languages","Number","Number","223","units","0","v1043024530","4.1.1","890945","","","","0"
"1991","Nova Scotia","2016A000212","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024531","4.1.2","100.0","","","","1"
"1991","Nova Scotia","2016A000212","French only","Number","Number","223","units","0","v1043024532","4.2.1","1580","","","","0"
"1991","Nova Scotia","2016A000212","French only","Percentage","Percentage","242","units","0","v1043024533","4.2.2","0.2","","","","1"
"1991","Nova Scotia","2016A000212","English only","Number","Number","223","units","0","v1043024534","4.3.1","811870","","","","0"
"1991","Nova Scotia","2016A000212","English only","Percentage","Percentage","242","units","0","v1043024535","4.3.2","91.1","","","","1"
"1991","Nova Scotia","2016A000212","English and French","Number","Number","223","units","0","v1043024536","4.4.1","76465","","","","0"
"1991","Nova Scotia","2016A000212","English and French","Percentage","Percentage","242","units","0","v1043024537","4.4.2","8.6","","","","1"
"1991","Nova Scotia","2016A000212","Neither English nor French","Number","Number","223","units","0","v1043024538","4.5.1","1030","","","","0"
"1991","Nova Scotia","2016A000212","Neither English nor French","Percentage","Percentage","242","units","0","v1043024539","4.5.2","0.1","","","","1"
"1991","New Brunswick","2016A000213","Total, knowledge of official languages","Number","Number","223","units","0","v1043024540","5.1.1","716495","","","","0"
"1991","New Brunswick","2016A000213","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024541","5.1.2","100.0","","","","1"
"1991","New Brunswick","2016A000213","French only","Number","Number","223","units","0","v1043024542","5.2.1","89500","","","","0"
"1991","New Brunswick","2016A000213","French only","Percentage","Percentage","242","units","0","v1043024543","5.2.2","12.5","","","","1"
"1991","New Brunswick","2016A000213","English only","Number","Number","223","units","0","v1043024544","5.3.1","414955","","","","0"
"1991","New Brunswick","2016A000213","English only","Percentage","Percentage","242","units","0","v1043024545","5.3.2","57.9","","","","1"
"1991","New Brunswick","2016A000213","English and French","Number","Number","223","units","0","v1043024546","5.4.1","211525","","","","0"
"1991","New Brunswick","2016A000213","English and French","Percentage","Percentage","242","units","0","v1043024547","5.4.2","29.5","","","","1"
"1991","New Brunswick","2016A000213","Neither English nor French","Number","Number","223","units","0","v1043024548","5.5.1","515","","","","0"
"1991","New Brunswick","2016A000213","Neither English nor French","Percentage","Percentage","242","units","0","v1043024549","5.5.2","0.1","","","","1"
"1991","Quebec","2016A000224","Total, knowledge of official languages","Number","Number","223","units","0","v1043024550","6.1.1","6810300","","","","0"
"1991","Quebec","2016A000224","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024551","6.1.2","100.0","","","","1"
"1991","Quebec","2016A000224","French only","Number","Number","223","units","0","v1043024552","6.2.1","3958930","","","","0"
"1991","Quebec","2016A000224","French only","Percentage","Percentage","242","units","0","v1043024553","6.2.2","58.1","","","","1"
"1991","Quebec","2016A000224","English only","Number","Number","223","units","0","v1043024554","6.3.1","373755","","","","0"
"1991","Quebec","2016A000224","English only","Percentage","Percentage","242","units","0","v1043024555","6.3.2","5.5","","","","1"
"1991","Quebec","2016A000224","English and French","Number","Number","223","units","0","v1043024556","6.4.1","2412985","","","","0"
"1991","Quebec","2016A000224","English and French","Percentage","Percentage","242","units","0","v1043024557","6.4.2","35.4","","","","1"
"1991","Quebec","2016A000224","Neither English nor French","Number","Number","223","units","0","v1043024558","6.5.1","64630","","","","0"
"1991","Quebec","2016A000224","Neither English nor French","Percentage","Percentage","242","units","0","v1043024559","6.5.2","0.9","","","","1"
"1991","Ontario","2016A000235","Total, knowledge of official languages","Number","Number","223","units","0","v1043024560","7.1.1","9977055","","","","0"
"1991","Ontario","2016A000235","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024561","7.1.2","100.0","","","","1"
"1991","Ontario","2016A000235","French only","Number","Number","223","units","0","v1043024562","7.2.1","54245","","","","0"
"1991","Ontario","2016A000235","French only","Percentage","Percentage","242","units","0","v1043024563","7.2.2","0.5","","","","1"
"1991","Ontario","2016A000235","English only","Number","Number","223","units","0","v1043024564","7.3.1","8593635","","","","0"
"1991","Ontario","2016A000235","English only","Percentage","Percentage","242","units","0","v1043024565","7.3.2","86.1","","","","1"
"1991","Ontario","2016A000235","English and French","Number","Number","223","units","0","v1043024566","7.4.1","1136245","","","","0"
"1991","Ontario","2016A000235","English and French","Percentage","Percentage","242","units","0","v1043024567","7.4.2","11.4","","","","1"
"1991","Ontario","2016A000235","Neither English nor French","Number","Number","223","units","0","v1043024568","7.5.1","192930","","","","0"
"1991","Ontario","2016A000235","Neither English nor French","Percentage","Percentage","242","units","0","v1043024569","7.5.2","1.9","","","","1"
"1991","Manitoba","2016A000246","Total, knowledge of official languages","Number","Number","223","units","0","v1043024570","8.1.1","1079390","","","","0"
"1991","Manitoba","2016A000246","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024571","8.1.2","100.0","","","","1"
"1991","Manitoba","2016A000246","French only","Number","Number","223","units","0","v1043024572","8.2.1","1905","","","","0"
"1991","Manitoba","2016A000246","French only","Percentage","Percentage","242","units","0","v1043024573","8.2.2","0.2","","","","1"
"1991","Manitoba","2016A000246","English only","Number","Number","223","units","0","v1043024574","8.3.1","965100","","","","0"
"1991","Manitoba","2016A000246","English only","Percentage","Percentage","242","units","0","v1043024575","8.3.2","89.4","","","","1"
"1991","Manitoba","2016A000246","English and French","Number","Number","223","units","0","v1043024576","8.4.1","98800","","","","0"
"1991","Manitoba","2016A000246","English and French","Percentage","Percentage","242","units","0","v1043024577","8.4.2","9.2","","","","1"
"1991","Manitoba","2016A000246","Neither English nor French","Number","Number","223","units","0","v1043024578","8.5.1","13585","","","","0"
"1991","Manitoba","2016A000246","Neither English nor French","Percentage","Percentage","242","units","0","v1043024579","8.5.2","1.3","","","","1"
"1991","Saskatchewan ","2016A000247","Total, knowledge of official languages","Number","Number","223","units","0","v1043024580","9.1.1","976035","","","","0"
"1991","Saskatchewan ","2016A000247","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024581","9.1.2","100.0","","","","1"
"1991","Saskatchewan ","2016A000247","French only","Number","Number","223","units","0","v1043024582","9.2.1","450","","","","0"
"1991","Saskatchewan ","2016A000247","French only","Percentage","Percentage","242","units","0","v1043024583","9.2.2","0.0","","","","1"
"1991","Saskatchewan ","2016A000247","English only","Number","Number","223","units","0","v1043024584","9.3.1","919070","","","","0"
"1991","Saskatchewan ","2016A000247","English only","Percentage","Percentage","242","units","0","v1043024585","9.3.2","94.2","","","","1"
"1991","Saskatchewan ","2016A000247","English and French","Number","Number","223","units","0","v1043024586","9.4.1","50800","","","","0"
"1991","Saskatchewan ","2016A000247","English and French","Percentage","Percentage","242","units","0","v1043024587","9.4.2","5.2","","","","1"
"1991","Saskatchewan ","2016A000247","Neither English nor French","Number","Number","223","units","0","v1043024588","9.5.1","5715","","","","0"
"1991","Saskatchewan ","2016A000247","Neither English nor French","Percentage","Percentage","242","units","0","v1043024589","9.5.2","0.6","","","","1"
"1991","Alberta","2016A000248","Total, knowledge of official languages","Number","Number","223","units","0","v1043024590","10.1.1","2519180","","","","0"
"1991","Alberta","2016A000248","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024591","10.1.2","100.0","","","","1"
